bug_id,bug_precision,bug_recall,bug_f1,fix_precision,fix_recall,fix_f1,bug_score,fix_score,code_status
1,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.8,0.3333333333333333,0.47058823529411764,0.5555555555555556,0.47058823529411764,pass
2,1.0,0.5,0.6666666666666666,0.8,1.0,0.888888888888889,0.6666666666666666,0.888888888888889,pass
3,0.8235294117647058,0.9333333333333333,0.8749999999999999,0.8823529411764706,0.9375,0.9090909090909091,0.8749999999999999,0.9090909090909091,pass
4,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8695652173913043,0.8571428571428571,pass
5,0.8888888888888888,0.6666666666666666,0.761904761904762,0.8888888888888888,0.6153846153846154,0.7272727272727274,0.761904761904762,0.7272727272727274,pass
6,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714,0.9714285714285714,1.0,0.9714285714285714,pass
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
8,1.0,0.7,0.8235294117647058,1.0,0.75,0.8571428571428571,0.8235294117647058,0.8571428571428571,pass
9,1.0,0.75,0.8571428571428571,1.0,0.8,0.888888888888889,0.8571428571428571,0.888888888888889,pass
10,0.6338028169014085,1.0,0.7758620689655172,0.0,0.0,0.0,0.7758620689655172,0.0,not_compilable
11,0.6666666666666666,1.0,0.8,0.7,1.0,0.8235294117647058,0.8,0.8235294117647058,notpass
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
13,0.0,0.0,0.0,1.0,0.2,0.33333333333333337,0.0,0.33333333333333337,pass
14,0.2,0.4,0.26666666666666666,0.75,0.2,0.31578947368421056,0.26666666666666666,0.31578947368421056,pass
15,0.6666666666666666,0.9090909090909091,0.7692307692307692,0.0,0.0,0.0,0.7692307692307692,0.0,not_compilable
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
18,0.7352941176470589,0.9259259259259259,0.819672131147541,0.7352941176470589,0.9259259259259259,0.819672131147541,0.819672131147541,0.819672131147541,notpass
19,0.6666666666666666,0.5,0.5714285714285715,1.0,1.0,1.0,0.5714285714285715,1.0,pass
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notpass
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notpass
22,1.0,0.2,0.33333333333333337,0.8461538461538461,0.6875,0.7586206896551724,0.33333333333333337,0.7586206896551724,pass
23,1.0,0.5384615384615384,0.7000000000000001,0.8823529411764706,0.5769230769230769,0.6976744186046512,0.7000000000000001,0.6976744186046512,notpass
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
25,0.2631578947368421,0.4166666666666667,0.3225806451612903,0.25,0.4166666666666667,0.3125,0.3225806451612903,0.3125,notpass
27,1.0,0.9444444444444444,0.9714285714285714,0.8461538461538461,0.6111111111111112,0.7096774193548387,0.9714285714285714,0.7096774193548387,notpass
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
29,0.9,1.0,0.9473684210526316,0.9090909090909091,1.0,0.9523809523809523,0.9473684210526316,0.9523809523809523,notpass
30,1.0,0.3125,0.47619047619047616,0.75,0.16666666666666666,0.27272727272727276,0.47619047619047616,0.27272727272727276,pass
31,1.0,0.7142857142857143,0.8333333333333333,1.0,0.7142857142857143,0.8333333333333333,0.8333333333333333,0.8333333333333333,notpass
32,0.55,1.0,0.7096774193548387,0.6666666666666666,1.0,0.8,0.7096774193548387,0.8,pass
33,1.0,1.0,1.0,1.0,0.75,0.8571428571428571,1.0,0.8571428571428571,pass
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
35,0.6666666666666666,1.0,0.8,0.7692307692307693,0.9090909090909091,0.8333333333333333,0.8,0.8333333333333333,pass
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notpass
37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,pass
38,0.6153846153846154,1.0,0.761904761904762,0.6153846153846154,1.0,0.761904761904762,0.761904761904762,0.761904761904762,notpass
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notpass
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
45,1.0,1.0,1.0,1.0,0.8571428571428571,0.923076923076923,1.0,0.923076923076923,pass
46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
47,0.25,0.6923076923076923,0.3673469387755102,0.3333333333333333,0.5294117647058824,0.409090909090909,0.3673469387755102,0.409090909090909,pass
48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
49,1.0,1.0,1.0,1.0,0.75,0.8571428571428571,1.0,0.8571428571428571,pass
50,0.3684210526315789,1.0,0.5384615384615384,0.375,1.0,0.5454545454545454,0.5384615384615384,0.5454545454545454,notpass
51,1.0,1.0,1.0,1.0,0.8181818181818182,0.9,1.0,0.9,notpass
52,0.6438356164383562,0.9038461538461539,0.752,0.6823529411764706,1.0,0.8111888111888113,0.752,0.8111888111888113,notpass
53,0.7368421052631579,0.5384615384615384,0.6222222222222222,0.7368421052631579,0.5384615384615384,0.6222222222222222,0.6222222222222222,0.6222222222222222,notpass
54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
55,1.0,0.8,0.888888888888889,1.0,0.8,0.888888888888889,0.888888888888889,0.888888888888889,notpass
56,0.7857142857142857,1.0,0.88,1.0,1.0,1.0,0.88,1.0,pass
57,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,0.8,0.8,pass
58,0.6666666666666666,1.0,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,notpass
59,1.0,1.0,1.0,0.9444444444444444,1.0,0.9714285714285714,1.0,0.9714285714285714,notpass
60,1.0,0.7,0.8235294117647058,1.0,0.7857142857142857,0.88,0.8235294117647058,0.88,pass
61,0.8333333333333334,1.0,0.9090909090909091,0.8,0.5,0.6153846153846154,0.9090909090909091,0.6153846153846154,pass
62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
64,0.8333333333333334,0.5769230769230769,0.6818181818181818,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.6818181818181818,0.8333333333333334,notpass
66,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,not_compilable
67,1.0,0.5454545454545454,0.7058823529411764,1.0,0.7058823529411765,0.8275862068965517,0.7058823529411764,0.8275862068965517,pass
68,0.3,0.75,0.4285714285714285,0.3,0.75,0.4285714285714285,0.4285714285714285,0.4285714285714285,notpass
69,0.9375,0.7142857142857143,0.8108108108108109,0.9375,0.7142857142857143,0.8108108108108109,0.8108108108108109,0.8108108108108109,notpass
70,1.0,0.9230769230769231,0.9600000000000001,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9600000000000001,0.9333333333333333,pass
71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
73,0.875,0.9545454545454546,0.9130434782608695,0.875,0.9545454545454546,0.9130434782608695,0.9130434782608695,0.9130434782608695,notpass
74,0.8,0.5714285714285714,0.6666666666666666,1.0,0.75,0.8571428571428571,0.6666666666666666,0.8571428571428571,pass
75,1.0,0.9411764705882353,0.9696969696969697,1.0,0.9411764705882353,0.9696969696969697,0.9696969696969697,0.9696969696969697,notpass
76,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.8571428571428571,0.8421052631578947,notpass
77,1.0,0.8235294117647058,0.9032258064516129,1.0,0.8421052631578947,0.9142857142857143,0.9032258064516129,0.9142857142857143,notpass
78,1.0,0.391304347826087,0.5625,1.0,0.4444444444444444,0.6153846153846153,0.5625,0.6153846153846153,pass
79,1.0,0.8,0.888888888888889,0.0,0.0,0.0,0.888888888888889,0.0,not_compilable
80,0.875,1.0,0.9333333333333333,1.0,1.0,1.0,0.9333333333333333,1.0,pass
81,0.47058823529411764,0.5,0.48484848484848486,0.7647058823529411,0.41935483870967744,0.5416666666666666,0.48484848484848486,0.5416666666666666,notpass
82,0.9047619047619048,0.8444444444444444,0.8735632183908046,0.8048780487804879,0.7857142857142857,0.7951807228915663,0.8735632183908046,0.7951807228915663,notpass
