bug_id,bug_score,fix_score,code_score,total_score
1,1.0,0.9,1,0.975
2,0.7846153846153846,0.7846153846153846,0,0.3923076923076923
3,0.75,0.7777777777777778,1,0.8819444444444444
4,0.6491228070175439,0.6896551724137931,1,0.8346944948578343
5,0.3157894736842105,0.7368421052631579,0,0.2631578947368421
6,0.6,0.6,0,0.3
7,1.0,1.0,1,1.0
8,1.0,1.0,1,1.0
9,0.5652173913043478,0.76,1,0.831304347826087
10,1.0,0.0,0,0.25
11,0.64,0.72,1,0.84
12,0.9285714285714286,0.9333333333333333,1,0.9654761904761905
13,0.7619047619047619,1.0,1,0.9404761904761905
14,0.375,0.3888888888888889,0,0.1909722222222222
15,0.26666666666666666,0.375,0,0.16041666666666665
16,0.3170731707317073,0.3541666666666667,1,0.6678099593495935
17,0.0,0.0,0,0.0
18,0.8235294117647058,0.65,0,0.3683823529411765
19,0.75,0.8333333333333334,1,0.8958333333333334
20,0.6666666666666666,0.6666666666666666,1,0.8333333333333333
21,0.8787878787878788,0.8461538461538461,1,0.9312354312354312
22,0.75,0.7368421052631579,0,0.3717105263157895
23,1.0,1.0,0,0.5
24,1.0,1.0,1,1.0
25,0.674074074074074,0.6643356643356644,1,0.8346024346024346
26,0.5308641975308642,0.7439024390243902,1,0.8186916591388136
