bug_id,bug_score,fix_score,code_score,total_score
1,0.3548387096774194,0.40625,0,0.19027217741935484
2,0.6666666666666666,0.75,1,0.8541666666666666
3,0.9354838709677419,0.0,0,0.23387096774193547
4,0.12162162162162163,0.1875,0,0.0772804054054054
5,0.7078651685393258,0.6555555555555556,1,0.8408551810237204
6,0.6153846153846154,0.0,0,0.15384615384615385
7,0.234375,0.3548387096774194,0,0.14730342741935484
8,0.23076923076923078,0.0,0,0.057692307692307696
9,0.19047619047619047,0.0,0,0.047619047619047616
10,0.8095238095238095,1.0,1,0.9523809523809523
11,0.5,0.42857142857142855,1,0.7321428571428572
12,0.0,0.5,0,0.125
13,0.6666666666666666,0.6507936507936508,1,0.8293650793650793
14,1.0,0.75,1,0.9375
15,1.0,0.8333333333333334,1,0.9583333333333334
16,0.5510204081632653,0.6346153846153846,1,0.7964089481946625
17,1.0,0.38461538461538464,1,0.8461538461538461
18,1.0,1.0,1,1.0
