bug_id,bug_score,fix_score,code_score,total_score
1,1.0,0.75,0,0.4375
2,0.8297872340425532,0.7916666666666666,0,0.405363475177305
3,0.375,0.4117647058823529,0,0.19669117647058823
4,0.1,0.0,0,0.025
5,0.5128205128205128,0.4634146341463415,1,0.7440587867417136
6,0.46153846153846156,0.5714285714285714,1,0.7582417582417582
7,1.0,1.0,1,1.0
8,0.5263157894736842,0.5,0,0.256578947368421
9,0.65625,0.6774193548387096,0,0.3334173387096774
10,0.9333333333333333,0.8181818181818182,0,0.43787878787878787
11,0.7222222222222222,0.7297297297297297,0,0.362987987987988
12,0.21621621621621623,0.23809523809523808,1,0.6135778635778636
13,1.0,1.0,1,1.0
14,0.8333333333333334,0.78125,0,0.40364583333333337
15,0.46875,0.6875,1,0.7890625
16,0.6486486486486487,0.6923076923076923,1,0.8352390852390852
17,0.72,0.7083333333333334,1,0.8570833333333333
18,0.8260869565217391,0.88,1,0.9265217391304348
19,0.3333333333333333,0.7619047619047619,1,0.7738095238095237
20,0.3442622950819672,0.3442622950819672,0,0.1721311475409836
21,1.0,1.0,1,1.0
22,0.43243243243243246,0.410958904109589,0,0.21084783413550537
23,0.5714285714285714,0.8571428571428571,1,0.8571428571428571
24,0.34615384615384615,0.2962962962962963,0,0.1606125356125356
25,1.0,1.0,0,0.5
26,0.875,0.8,1,0.91875
27,0.6666666666666666,0.6521739130434783,1,0.8297101449275363
28,0.8333333333333334,0.75,0,0.39583333333333337
29,0.6992481203007519,0.6992481203007519,0,0.34962406015037595
30,0.8,0.7647058823529411,1,0.8911764705882352
31,0.8260869565217391,0.84,0,0.4165217391304348
32,0.28,0.32,1,0.65
33,0.4666666666666667,0.0,0,0.11666666666666667
34,1.0,1.0,0,0.5
35,1.0,1.0,0,0.5
36,0.875,0.0,0,0.21875
37,0.9285714285714286,0.90625,1,0.9587053571428572
38,0.5714285714285714,0.5714285714285714,0,0.2857142857142857
39,1.0,0.6666666666666666,0,0.41666666666666663
40,0.8888888888888888,0.75,0,0.4097222222222222
41,0.7058823529411765,0.7205882352941176,1,0.8566176470588236
42,1.0,0.0,0,0.25
43,0.7391304347826086,0.7391304347826086,1,0.8695652173913043
44,0.75,0.625,1,0.84375
45,0.8888888888888888,0.7777777777777778,1,0.9166666666666666
46,0.75,0.75,0,0.375
47,0.9090909090909091,0.8823529411764706,0,0.44786096256684493
