bug_id,bug_score,fix_score,code_score,total_score
1,0.5833333333333334,0.625,0,0.30208333333333337
2,0.7142857142857143,0.8,0,0.37857142857142856
3,0.25,0.3333333333333333,0,0.14583333333333331
4,0.5714285714285714,0.875,1,0.8616071428571428
5,0.8,1.0,1,0.95
8,0.75,0.6428571428571429,0,0.3482142857142857
9,0.8888888888888888,1.0,1,0.9722222222222222
10,0.6666666666666666,0.0,0,0.16666666666666666
11,0.6,0.5,1,0.775
12,0.6666666666666666,0.5555555555555556,1,0.8055555555555556
13,0.32432432432432434,0.358974358974359,0,0.17082467082467084
14,0.4782608695652174,0.5416666666666666,1,0.754981884057971
15,0.5,0.2727272727272727,1,0.6931818181818181
16,0.7931034482758621,0.0,0,0.19827586206896552
17,0.6923076923076923,0.6428571428571429,1,0.8337912087912088
18,0.4375,0.48484848484848486,1,0.7305871212121212
19,0.42857142857142855,0.0,0,0.10714285714285714
20,0.5,0.4583333333333333,0,0.23958333333333331
21,0.9090909090909091,0.7333333333333333,1,0.9106060606060606
22,0.5208333333333334,0.4897959183673469,0,0.2526573129251701
23,1.0,0.9375,1,0.984375
24,1.0,0.5789473684210527,0,0.39473684210526316
25,1.0,0.7222222222222222,0,0.4305555555555556
26,0.9,1.0,1,0.975
27,0.8571428571428571,0.8571428571428571,0,0.42857142857142855
28,0.8421052631578947,0.8421052631578947,1,0.9210526315789473
29,1.0,1.0,0,0.5
30,0.631578947368421,0.0,0,0.15789473684210525
31,0.35,0.35,0,0.175
32,0.9285714285714286,0.9285714285714286,0,0.4642857142857143
33,0.8,0.7272727272727273,0,0.38181818181818183
34,0.8888888888888888,0.8888888888888888,1,0.9444444444444444
35,1.0,0.4444444444444444,1,0.8611111111111112
37,1.0,0.4,0,0.35
38,1.0,0.7777777777777778,1,0.9444444444444444
39,0.45,0.0,0,0.1125
40,0.5263157894736842,0.47619047619047616,1,0.7506265664160401
