bug_id,bug_score,fix_score,code_score,total_score
1,0.0,0.0,0,0.0
2,0.18045112781954886,0.18421052631578946,0,0.09116541353383459
3,0.6666666666666666,0.7,0,0.3416666666666667
4,0.25,0.25,1,0.625
5,0.4166666666666667,0.5833333333333334,1,0.75
6,0.5,0.5714285714285714,1,0.7678571428571428
7,0.7,0.6666666666666666,0,0.3416666666666667
8,0.6666666666666666,1.0,1,0.9166666666666666
9,0.25,0.25,0,0.125
10,0.9565217391304348,0.9583333333333334,0,0.478713768115942
11,0.8571428571428571,0.75,1,0.9017857142857143
12,0.14345991561181434,0.13025210084033614,0,0.06842800411303762
13,1.0,1.0,0,0.5
14,0.8,0.8,0,0.4
15,0.26785714285714285,0.25892857142857145,0,0.13169642857142858
16,1.0,0.9,0,0.475
17,0.7142857142857143,0.6739130434782609,0,0.3470496894409938
18,0.2857142857142857,0.5,0,0.19642857142857142
19,0.7903225806451613,0.5153846153846153,1,0.8264267990074441
20,1.0,1.0,1,1.0
21,0.4,0.42276422764227645,0,0.2056910569105691
22,0.6013513513513513,0.6033333333333334,0,0.3011711711711712
23,1.0,0.6666666666666666,1,0.9166666666666666
24,0.34375,0.0,0,0.0859375
25,0.25925925925925924,0.7777777777777778,1,0.7592592592592593
26,0.5384615384615384,0.5,0,0.2596153846153846
