bug_id,bug_score,fix_score,code_score,total_score
1,0.5306122448979592,0.5294117647058824,0,0.2650060024009604
2,0.4634146341463415,0.45121951219512196,0,0.22865853658536586
3,0.5,0.39285714285714285,1,0.7232142857142857
4,0.9428571428571428,0.8857142857142857,0,0.45714285714285713
5,0.7777777777777778,0.7727272727272727,1,0.8876262626262627
6,0.5681818181818182,0.0,0,0.14204545454545456
7,0.7619047619047619,0.0,0,0.19047619047619047
8,0.75,0.0,0,0.1875
9,0.9375,0.0,0,0.234375
10,0.6666666666666666,0.0,0,0.16666666666666666
11,0.0,0.0,0,0.0
12,0.875,0.0,0,0.21875
13,0.8378378378378378,0.0,0,0.20945945945945946
14,0.8888888888888888,0.0,0,0.2222222222222222
15,0.875,0.0,0,0.21875
16,0.65,0.0,0,0.1625
17,0.8333333333333334,0.0,0,0.20833333333333334
18,0.18181818181818182,0.0,0,0.045454545454545456
19,0.6111111111111112,0.0,0,0.1527777777777778
20,0.8571428571428571,0.0,0,0.21428571428571427
22,0.5,0.5,0,0.25
23,0.9459459459459459,0.9459459459459459,1,0.972972972972973
24,0.5161290322580645,0.4444444444444444,0,0.24014336917562723
25,0.9,0.5294117647058824,0,0.3573529411764706
26,0.2,0.0,0,0.05
27,0.7857142857142857,0.7857142857142857,0,0.39285714285714285
