bug_id,bug_precision,bug_recall,bug_f1,fix_precision,fix_recall,fix_f1,bug_score,fix_score,code_status
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
2,0.5,0.6842105263157895,0.5777777777777778,0.5357142857142857,0.75,0.6250000000000001,0.5777777777777778,0.6250000000000001,notpass
3,0.7,0.984375,0.8181818181818181,0.7032967032967034,0.9846153846153847,0.8205128205128206,0.8181818181818181,0.8205128205128206,notpass
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notpass
5,0.8947368421052632,1.0,0.9444444444444444,0.0,0.0,0.0,0.9444444444444444,0.0,timeout
6,0.9285714285714286,0.5909090909090909,0.7222222222222223,0.9285714285714286,0.5909090909090909,0.7222222222222223,0.7222222222222223,0.7222222222222223,notpass
7,0.5652173913043478,0.9285714285714286,0.7027027027027025,0.5333333333333333,0.7272727272727273,0.6153846153846153,0.7027027027027025,0.6153846153846153,notpass
8,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,0.8,pass
10,0.625,0.7142857142857143,0.6666666666666666,0.7,0.7777777777777778,0.7368421052631577,0.6666666666666666,0.7368421052631577,pass
11,0.6779661016949152,0.975609756097561,0.7999999999999999,0.0,0.0,0.0,0.7999999999999999,0.0,not_compilable
12,0.8571428571428571,0.6666666666666666,0.75,0.8571428571428571,0.6666666666666666,0.75,0.75,0.75,notpass
13,1.0,1.0,1.0,0.8571428571428571,1.0,0.923076923076923,1.0,0.923076923076923,pass
14,1.0,0.8571428571428571,0.923076923076923,0.8,0.8888888888888888,0.8421052631578948,0.923076923076923,0.8421052631578948,notpass
15,0.20414201183431951,0.9452054794520548,0.3357664233576642,0.20414201183431951,0.9452054794520548,0.3357664233576642,0.3357664233576642,0.3357664233576642,notpass
16,1.0,0.9166666666666666,0.9565217391304348,1.0,1.0,1.0,0.9565217391304348,1.0,notpass
18,1.0,0.875,0.9333333333333333,1.0,0.875,0.9333333333333333,0.9333333333333333,0.9333333333333333,notpass
