bug_id,bug_precision,bug_recall,bug_f1,fix_precision,fix_recall,fix_f1,bug_score,fix_score,code_status
1,1.0,1.0,1.0,1.0,0.75,0.8571428571428571,1.0,0.8571428571428571,notpass
2,0.8444444444444444,0.9743589743589743,0.9047619047619048,0.8222222222222222,0.9487179487179487,0.8809523809523809,0.9047619047619048,0.8809523809523809,notpass
3,0.36666666666666664,0.9166666666666666,0.5238095238095238,0.3939393939393939,1.0,0.5652173913043478,0.5238095238095238,0.5652173913043478,notpass
4,0.08620689655172414,0.8333333333333334,0.15625000000000003,0.0,0.0,0.0,0.15625000000000003,0.0,not_compilable
5,0.4864864864864865,1.0,0.6545454545454547,0.47368421052631576,0.9,0.6206896551724138,0.6545454545454547,0.6206896551724138,pass
6,0.5454545454545454,0.75,0.631578947368421,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.631578947368421,0.7000000000000001,pass
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
8,0.38461538461538464,0.8333333333333334,0.5263157894736842,0.375,1.0,0.5454545454545454,0.5263157894736842,0.5454545454545454,notpass
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notpass
10,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9,0.9,0.9,0.9655172413793104,0.9,notpass
11,0.696969696969697,1.0,0.8214285714285715,0.7058823529411765,1.0,0.8275862068965517,0.8214285714285715,0.8275862068965517,notpass
12,0.06451612903225806,1.0,0.12121212121212122,0.2,1.0,0.33333333333333337,0.12121212121212122,0.33333333333333337,pass
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
14,0.8333333333333334,1.0,0.9090909090909091,0.8064516129032258,0.9615384615384616,0.8771929824561403,0.9090909090909091,0.8771929824561403,notpass
15,0.391304347826087,0.75,0.5142857142857143,0.8260869565217391,0.76,0.7916666666666667,0.5142857142857143,0.7916666666666667,pass
16,0.6486486486486487,1.0,0.7868852459016393,0.6923076923076923,1.0,0.8181818181818181,0.7868852459016393,0.8181818181818181,pass
17,0.782608695652174,0.9,0.8372093023255814,0.7391304347826086,0.9444444444444444,0.8292682926829269,0.8372093023255814,0.8292682926829269,pass
18,0.8260869565217391,1.0,0.9047619047619047,0.9565217391304348,0.9166666666666666,0.9361702127659574,0.9047619047619047,0.9361702127659574,pass
19,0.3333333333333333,1.0,0.5,0.7619047619047619,1.0,0.8648648648648648,0.5,0.8648648648648648,pass
20,0.35,0.9545454545454546,0.5121951219512195,0.35,0.9545454545454546,0.5121951219512195,0.5121951219512195,0.5121951219512195,notpass
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
22,0.3548387096774194,0.9166666666666666,0.5116279069767442,0.34375,0.9565217391304348,0.5057471264367817,0.5116279069767442,0.5057471264367817,notpass
23,0.5714285714285714,1.0,0.7272727272727273,0.8571428571428571,1.0,0.923076923076923,0.7272727272727273,0.923076923076923,pass
24,0.36363636363636365,0.7272727272727273,0.4848484848484849,0.3333333333333333,0.7272727272727273,0.4571428571428572,0.4848484848484849,0.4571428571428572,notpass
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
26,1.0,0.875,0.9333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9333333333333333,0.8888888888888888,pass
27,0.8421052631578947,0.7619047619047619,0.8,0.8333333333333334,0.75,0.7894736842105262,0.8,0.7894736842105262,pass
28,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9,0.8181818181818182,0.8571428571428572,0.9090909090909091,0.8571428571428572,notpass
29,0.7540983606557377,0.9019607843137255,0.8214285714285715,0.7540983606557377,0.9019607843137255,0.8214285714285715,0.8214285714285715,0.8214285714285715,notpass
30,1.0,0.7272727272727273,0.8421052631578948,1.0,0.6923076923076923,0.8181818181818181,0.8421052631578948,0.8181818181818181,pass
31,1.0,0.8260869565217391,0.9047619047619047,1.0,0.8333333333333334,0.9090909090909091,0.9047619047619047,0.9090909090909091,notpass
32,0.25,1.0,0.4,0.3333333333333333,0.8888888888888888,0.48484848484848486,0.4,0.48484848484848486,pass
33,0.5909090909090909,0.65,0.6190476190476191,0.0,0.0,0.0,0.6190476190476191,0.0,not_compilable
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
36,1.0,0.875,0.9333333333333333,0.0,0.0,0.0,0.9333333333333333,0.0,not_compilable
37,0.9259259259259259,1.0,0.9615384615384615,0.9666666666666667,0.9354838709677419,0.9508196721311476,0.9615384615384615,0.9508196721311476,pass
38,0.5714285714285714,1.0,0.7272727272727273,0.5714285714285714,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,notpass
39,1.0,1.0,1.0,0.75,0.8571428571428571,0.7999999999999999,1.0,0.7999999999999999,notpass
40,0.8888888888888888,1.0,0.9411764705882353,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.9411764705882353,0.8571428571428571,notpass
41,0.7272727272727273,0.96,0.8275862068965517,0.7313432835820896,0.98,0.8376068376068375,0.8275862068965517,0.8376068376068375,pass
42,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,not_compilable
43,0.7931034482758621,0.8846153846153846,0.8363636363636363,0.7931034482758621,0.8846153846153846,0.8363636363636363,0.8363636363636363,0.8363636363636363,pass
